Device,TrafficSource,PastVisits,TotalPagesViewed,TimePerPage_sec,VisitDuration_min,CartOpened,PurchaseMade,Revenue
Mobile,Referral,4,14,24.39,11.2,0,0,0.0
Mobile,Search,5,2,55.74,7.27,0,0,0.0
Mobile,Referral,5,23,39.81,5.75,0,0,0.0
Mobile,Search,2,23,54.93,5.66,1,0,0.0
Mobile,Referral,2,3,50.34,3.08,0,0,0.0
Mobile,Internal,3,14,41.88,6.82,0,0,0.0
Desktop,Email,5,29,22.65,9.44,1,1,138.25
Mobile,Social Media,6,7,15.98,2.26,1,0,0.0
Desktop,Referral,3,15,14.9,14.6,0,0,0.0
Mobile,Referral,1,17,57.23,6.76,0,1,91.76
Mobile,Social Media,2,1,57.6,14.23,0,0,0.0
Mobile,Search,2,9,44.04,2.19,0,0,0.0
Mobile,Search,2,22,53.26,11.55,1,0,0.0
Mobile,Referral,2,29,55.3,9.34,0,0,0.0
Mobile,Social Media,2,14,31.67,12.34,0,0,0.0
Mobile,Referral,3,16,38.49,9.09,0,1,185.28
Mobile,Advertisement,4,28,26.29,14.45,0,0,0.0
Mobile,Search,3,21,26.27,9.48,0,0,0.0
Mobile,Search,2,13,4.23,11.81,0,0,0.0
Mobile,Referral,2,6,27.16,13.19,0,0,0.0
Mobile,Referral,5,22,41.06,10.78,0,0,0.0
Mobile,Advertisement,3,1,26.47,7.96,0,0,0.0
Mobile,Search,2,21,52.6,4.24,0,0,0.0
Mobile,Search,1,25,21.29,12.85,0,0,0.0
Mobile,Referral,5,4,9.7,7.31,0,0,0.0
Desktop,Referral,2,3,49.07,9.39,0,0,0.0
Desktop,Search,2,17,41.09,1.37,1,0,0.0
Mobile,Search,5,2,16.03,7.56,0,0,0.0
Mobile,Social Media,2,19,33.11,10.53,1,0,0.0
Mobile,Referral,3,20,25.31,8.84,0,1,156.63
Mobile,Advertisement,0,23,56.45,6.84,0,0,0.0
Mobile,Email,0,22,37.23,3.51,0,0,0.0
Mobile,Social Media,1,27,11.19,4.78,0,1,113.76
Desktop,Advertisement,4,8,31.12,10.57,0,0,0.0
Mobile,Email,6,25,52.03,3.52,0,0,0.0
Mobile,Advertisement,3,15,40.95,9.4,1,0,0.0
Mobile,Search,1,6,50.86,8.93,0,0,0.0
Mobile,Internal,0,23,16.52,14.56,1,0,0.0
Mobile,Advertisement,0,20,53.52,1.1,0,0,0.0
Mobile,Email,0,2,45.83,1.8,0,0,0.0
Mobile,Social Media,1,25,44.28,7.69,0,1,109.69
Mobile,Search,3,25,22.1,8.0,0,0,0.0
Desktop,Email,5,15,53.48,0.79,0,0,0.0
Mobile,Shopping Site,7,20,39.0,12.42,0,0,0.0
Mobile,Search,0,12,51.41,7.52,1,0,0.0
Mobile,Shopping Site,4,3,22.94,5.33,0,0,0.0
Desktop,Search,2,10,10.45,4.92,0,0,0.0
Mobile,Social Media,2,14,21.28,12.95,0,0,0.0
Mobile,Email,4,27,28.41,3.11,0,0,0.0
Desktop,Referral,0,22,32.94,2.57,0,0,0.0
Desktop,Social Media,3,14,31.63,3.36,0,0,0.0
Mobile,Search,1,3,33.67,9.45,0,0,0.0
Desktop,Search,3,1,50.82,12.2,0,0,0.0
Mobile,Referral,6,20,11.87,5.1,0,0,0.0
Mobile,Referral,3,1,20.33,2.77,0,0,0.0
Mobile,Search,5,2,53.54,3.3,1,0,0.0
Mobile,Search,2,19,34.51,9.36,0,0,0.0
Mobile,Referral,1,24,35.84,3.84,0,0,0.0
Mobile,Email,4,10,29.73,13.18,0,0,0.0
Mobile,Internal,7,4,33.84,1.74,0,0,0.0
Mobile,Search,2,4,13.49,0.68,1,0,0.0
Mobile,Referral,4,13,33.72,1.51,0,0,0.0
Mobile,Referral,4,26,59.84,12.72,0,0,0.0
Mobile,Search,0,9,34.83,9.84,1,0,0.0
Mobile,Referral,5,7,4.58,14.37,0,0,0.0
Mobile,Email,7,16,48.19,5.18,0,0,0.0
Mobile,Social Media,1,18,25.0,3.35,0,0,0.0
Desktop,Internal,2,3,10.91,8.52,0,0,0.0
Mobile,Social Media,3,20,52.03,8.16,0,0,0.0
Mobile,Email,1,20,13.48,8.95,0,0,0.0
Mobile,Referral,2,10,55.4,5.34,0,0,0.0
